States,Regions,latitude,longitude,Dates,Usage,Situation,Season
Uttarakhand,NR,30.32040895,78.05000565,2020-05-22,39.2,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-22,30.3,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-22,50.7,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-22,3.9,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-23,121.6,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-23,122.9,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-23,243.3,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-23,72.1,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-23,286.3,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-23,35.6,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-23,27.5,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-23,49.9,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-23,3.5,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-01-06,100.2,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-01-06,109.1,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-01-06,210.4,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-01-06,60.8,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-01-06,240.5,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-01-06,33.0,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-01-06,28.3,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-01-06,44.3,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-01-06,3.4,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-06,102.1,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-06,115.8,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-06,217.5,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-06,62.5,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-06,239.9,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-06,35.0,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-06,28.4,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-06,44.4,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-06,3.5,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-06,107.9,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-06,118.6,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-06,220.4,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-06,62.6,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-06,245.0,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-06,35.4,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-06,29.6,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-06,45.3,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-06,3.2,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-04-06,112.0,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-06,119.4,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-06,222.7,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-06,63.5,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-06,250.4,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-06,35.3,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-06,29.9,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-06,46.4,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-06,3.5,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-06,114.0,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-06,121.6,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-06,225.4,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-06,65.0,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-06,249.4,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-06,36.1,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-06,30.4,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-06,45.9,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-06,3.6,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-01-07,113.8,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-01-07,120.5,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-01-07,223.2,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-01-07,62.0,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-01-07,248.3,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-01-07,35.0,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-01-07,30.0,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-01-07,46.4,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-01-07,3.4,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-07,108.5,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-07,109.0,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-07,219.8,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-07,59.3,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-07,242.3,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-07,32.1,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-07,26.4,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-07,45.4,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-07,3.1,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-07,235.3,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-07,204.6,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-07,203.2,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-07,122.8,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-07,425.6,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-07,41.1,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-07,29.5,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-07,39.5,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-07,6.2,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-04-07,242.9,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-07,215.7,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-07,212.6,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-07,129.2,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-07,434.0,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-07,43.9,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-07,30.7,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-07,41.2,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-07,6.5,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-07,246.2,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-07,217.8,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-07,225.5,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-07,130.3,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-07,414.1,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-07,41.1,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-07,30.7,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-07,40.3,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-07,6.1,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-01-08,214.3,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-01-08,208.0,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-01-08,225.7,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-01-08,128.7,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-01-08,439.6,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-01-08,42.8,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-01-08,29.9,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-01-08,38.6,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-01-08,5.7,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-08,219.2,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-08,209.3,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-08,228.7,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-08,128.5,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-08,435.0,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-08,42.7,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-08,30.8,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-08,39.8,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-08,5.9,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-08,228.4,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-08,209.1,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-08,224.7,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-08,122.2,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-08,430.1,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-08,39.6,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-08,31.1,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-08,40.2,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-08,5.9,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-04-08,224.1,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-08,198.2,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-08,219.8,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-08,116.7,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-08,423.8,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-08,38.0,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-08,28.2,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-08,39.3,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-08,5.5,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-08,111.2,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-08,110.4,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-08,236.5,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-08,61.5,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-08,250.8,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-08,33.8,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-08,27.5,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-08,46.8,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-08,3.1,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-01-09,116.5,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-01-09,119.5,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-01-09,244.7,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-01-09,62.8,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-01-09,257.1,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-01-09,35.0,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-01-09,28.4,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-01-09,46.9,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-01-09,3.4,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-09,114.0,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-09,114.0,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-09,225.9,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-09,63.9,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-09,250.0,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-09,35.1,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-09,28.2,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-09,45.4,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-09,3.4,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-09,101.7,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-09,97.2,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-09,215.6,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-09,62.9,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-09,230.3,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-09,34.8,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-09,29.4,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-09,45.7,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-09,3.3,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-04-09,91.6,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-09,87.6,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-09,153.3,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-09,64.4,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-09,209.5,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-09,32.9,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-09,29.6,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-09,46.8,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-09,3.5,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-09,97.3,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-09,99.1,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-09,193.9,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-09,59.9,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-09,218.8,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-09,34.6,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-09,30.5,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-09,49.2,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-09,3.5,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-01-10,93.8,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-01-10,93.2,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-01-10,201.1,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-01-10,58.2,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-01-10,232.1,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-01-10,33.8,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-01-10,27.5,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-01-10,47.4,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-01-10,3.1,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-10,290.1,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-10,228.1,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-10,247.9,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-10,145.2,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-10,454.3,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-10,46.5,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-10,29.6,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-10,44.4,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-10,7.2,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-10,282.1,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-10,223.9,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-10,237.5,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-10,147.1,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-10,441.3,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-10,45.4,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-10,30.6,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-10,45.6,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-10,7.2,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-04-10,300.0,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-10,237.2,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-10,242.7,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-10,145.3,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-10,433.9,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-10,47.0,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-10,31.8,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-10,45.9,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-10,7.4,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-10,289.9,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-10,208.2,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-10,237.3,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-10,139.2,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-10,441.2,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-10,45.2,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-10,30.0,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-10,41.6,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-10,6.1,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-01-11,284.4,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-01-11,205.8,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-01-11,220.9,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-01-11,126.4,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-01-11,403.0,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-01-11,45.1,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-01-11,29.9,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-01-11,41.9,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-01-11,6.5,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-11,271.4,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-11,210.4,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-11,218.1,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-11,122.3,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-11,364.9,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-11,44.2,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-11,29.9,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-11,41.0,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-11,6.0,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-11,270.0,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-11,199.5,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-11,201.3,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-11,119.6,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-11,377.9,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-11,42.2,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-11,25.0,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-11,43.0,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-11,5.6,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-04-11,124.3,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-11,117.9,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-11,213.8,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-11,72.0,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-11,311.1,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-11,34.1,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-11,24.9,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-11,44.5,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-11,3.3,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-11,124.4,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-11,124.0,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-11,216.6,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-11,75.0,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-11,320.1,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-11,35.6,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-11,24.7,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-11,45.4,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-11,3.5,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-01-12,130.8,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-01-12,126.0,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-01-12,220.4,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-01-12,77.3,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-01-12,322.8,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-01-12,36.5,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-01-12,25.4,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-01-12,45.4,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-01-12,3.6,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-12,129.4,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-12,127.3,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-12,218.4,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-12,81.3,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-12,331.4,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-12,37.0,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-12,25.8,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-12,45.2,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-12,3.7,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-12,132.1,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-12,129.7,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-12,205.6,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-12,85.6,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-12,336.7,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-12,37.8,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-12,26.2,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-12,45.2,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-12,4.0,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-04-12,132.1,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-12,128.4,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-12,207.0,Covid-Lockdown,SPRING
